time_h,case_name,x_km,y_km,z_km,vx_kmps,vy_kmps,vz_kmps,r_km,altitude_km,sma_km,ecc,inc_deg
11.1667,Two-body + J2,285.491,4196.74,5305.22,-7.65987,0.389006,0.0970489,6770.49,392.354,6766.03,0.00100489,51.5999
11.3333,Two-body + J2,-4028.34,3481.25,4178.44,-6.16147,-2.68299,-3.70877,6768.01,389.871,6770.57,0.000494399,51.6151
11.5,Two-body + J2,-6549.75,1217.91,1188.73,-1.91435,-4.56904,-5.86933,6767.24,389.104,6777.42,0.00150384,51.638
11.6667,Two-body + J2,-6151,-1588.14,-2332.06,3.19122,-4.42033,-5.4085,6767.24,389.1,6775.7,0.00125189,51.6323
11.8333,Two-body + J2,-3011.12,-3686.98,-4811.39,6.86642,-2.3052,-2.53553,6768.32,390.184,6768.15,0.00044452,51.607
12,Two-body + J2,1467.61,-4147.85,-5147.22,7.48416,0.827477,1.45832,6771.44,393.305,6766.74,0.00111485,51.6022
12.1667,Two-body + J2,5295.49,-2768.82,-3193.5,4.78103,3.59169,4.80164,6775.48,397.339,6773.67,0.000799009,51.6255
12.3333,Two-body + J2,6772.98,-161.155,181.189,-0.0475925,4.76382,6.01028,6777.32,399.183,6777.99,0.000100391,51.64
12.5,Two-body + J2,5242.81,2518.11,3475.24,-4.85447,3.82114,4.54342,6775.34,397.203,6772.88,0.000844849,51.6228
12.6667,Two-body + J2,1386.07,4080.23,5223.23,-7.50337,1.18469,1.05739,6771.38,393.244,6766.4,0.00111297,51.6011
12.8333,Two-body + J2,-3085.22,3832.58,4648.04,-6.82327,-1.97938,-2.90164,6768.43,390.289,6768.81,0.000423364,51.6092
13,Two-body + J2,-6184.46,1881.96,2001.88,-3.10407,-4.27133,-5.57667,6767.34,389.199,6776.32,0.00132897,51.6343
13.1667,Two-body + J2,-6527.28,-906.974,-1538.39,2.00611,-4.66321,-5.76347,6767.17,389.038,6777.02,0.00145256,51.6367
13.3333,Two-body + J2,-3960.23,-3291.92,-4391.37,6.21597,-2.9784,-3.37689,6767.88,389.746,6769.79,0.000434695,51.6125
13.5,Two-body + J2,368.605,-4213.53,-5286.79,7.6536,0.0241434,0.506537,6770.51,392.373,6766.12,0.00102937,51.6002
13.6667,Two-body + J2,4534.28,-3265.78,-3830.14,5.69429,3.01289,4.16062,6774.58,396.447,6771.77,0.000949495,51.6191
13.8333,Two-body + J2,6687.83,-869.127,-669.531,1.20523,4.6667,5.96567,6777.22,399.085,6777.81,0.000214345,51.6394
14,Two-body + J2,5871.57,1913.41,2789.14,-3.82008,4.24899,5.11519,6776.11,397.977,6774.7,0.000665764,51.6289
14.1667,Two-body + J2,2449.13,3846.93,5006.74,-7.14574,1.94698,1.99035,6772.34,394.201,6767.35,0.00114904,51.6043
14.3333,Two-body + J2,-2059.48,4074.35,4997.7,-7.30102,-1.21906,-2.0203,6768.96,390.825,6767.37,0.000578663,51.6044
14.5,Two-body + J2,-5652.55,2492.44,2763.19,-4.2091,-3.85076,-5.13982,6767.48,389.346,6774.76,0.00108569,51.6291
14.6667,Two-body + J2,-6727.4,-199.173,-704.869,0.766787,-4.77225,-5.96929,6767.16,389.024,6777.82,0.00157214,51.6393
14.8333,Two-body + J2,-4802.52,-2802.12,-3857.95,5.39797,-3.56725,-4.13171,6767.56,389.426,6771.67,0.000648279,51.6188
15,Two-body + J2,-739.923,-4158.72,-5290.18,7.6177,-0.78077,-0.458558,6769.67,391.535,6766.1,0.000877128,51.6001
15.1667,Two-body + J2,3651.66,-3669.71,-4368.1,6.45423,2.34755,3.4126,6773.6,395.467,6769.9,0.00106145,51.6128
15.3333,Two-body + J2,6423.09,-1552.81,-1502.99,2.42515,4.43584,5.76723,6776.89,398.754,6777.04,0.000402313,51.6368
15.5,Two-body + J2,6342.5,1253.42,2031.15,-2.68317,4.55569,5.55529,6776.72,398.585,6776.25,0.000470333,51.6341
15.6667,Two-body + J2,3446.14,3503.41,4661.34,-6.59661,2.65425,2.87206,6773.32,395.187,6768.77,0.00111536,51.6091
15.8333,Two-body + J2,-978.785,4199.65,5218.49,-7.58226,-0.42369,-1.08751,6769.62,391.48,6766.42,0.000794123,51.6012
16,Two-body + J2,-4968.52,3031.86,3453.02,-5.1996,-3.31952,-4.57034,6767.7,389.561,6772.93,0.000803887,51.623
16.1667,Two-body + J2,-6745.96,514.995,146.909,-0.492995,-4.74413,-6.02049,6767.19,389.049,6778.02,0.00159885,51.64
16.3333,Two-body + J2,-5515.25,-2231.47,-3224.83,4.43428,-4.05468,-4.78032,6767.35,389.211,6773.58,0.000931751,51.6252
16.5,Two-body + J2,-1828.18,-3984.85,-5157.27,7.37732,-1.56443,-1.41227,6768.95,390.814,6766.68,0.000674782,51.6021
16.6667,Two-body + J2,2671.42,-3969.03,-4793.56,7.0406,1.61457,2.57686,6772.59,394.45,6768.24,0.00112166,51.6073
16.8333,Two-body + J2,5985.95,-2192.67,-2297.69,3.57928,4.07778,5.42013,6776.34,398.206,6775.76,0.000590842,51.6325
17,Two-body + J2,6642.96,556.918,1220.81,-1.47435,4.7323,5.85228,6777.13,398.993,6777.37,0.000272221,51.6379
17.1667,Two-body + J2,4350.35,3059.37,4195.92,-5.87069,3.28639,3.67995,6774.29,396.157,6770.53,0.00102063,51.615
17.3333,Two-body + J2,127.758,4204.88,5304.79,-7.65979,0.384142,-0.127235,6770.39,392.25,6766.03,0.000978524,51.5999
17.5,Two-body + J2,-4150.99,3484.78,4053.56,-6.04897,-2.6929,-3.88321,6768,389.861,6771.01,0.00053895,51.6166
17.6667,Two-body + J2,-6582.51,1215.06,994.881,-1.7389,-4.57952,-5.91572,6767.25,389.109,6777.61,0.00153004,51.6386
17.8333,Two-body + J2,-6079.14,-1596.17,-2508.3,3.35078,-4.42648,-5.30574,6767.22,389.083,6775.34,0.00120079,51.6311
18,Two-body + J2,-2866.91,-3696.71,-4891.4,6.93876,-2.30456,-2.33015,6768.36,390.223,6767.82,0.000472258,51.6059
18.1667,Two-body + J2,1619.92,-4155.15,-5095.58,7.43786,0.834721,1.67484,6771.58,393.444,6766.97,0.00111922,51.603
18.3333,Two-body + J2,5388.28,-2770.43,-3033.16,4.63654,3.6027,4.93341,6775.61,397.474,6774.1,0.000767697,51.6269
18.5,Two-body + J2,6764.9,-156.259,378.987,-0.226226,4.7736,5.99841,6777.31,399.174,6777.94,0.000109117,51.6398
18.6667,Two-body + J2,5137.48,2527.36,3622.44,-4.9874,3.82534,4.39326,6775.2,397.063,6772.43,0.000877658,51.6213
18.8333,Two-body + J2,1230.4,4089.82,5254.46,-7.53182,1.18154,0.835942,6771.26,393.119,6766.26,0.00110112,51.6007
19,Two-body + J2,-3222.13,3838.24,4549.4,-6.73461,-1.98892,-3.09638,6768.4,390.261,6769.19,0.00041826,51.6105
19.1667,Two-body + J2,-6241.57,1880.95,1817.08,-2.93701,-4.28309,-5.65776,6767.34,389.207,6776.62,0.00137224,51.6353
19.3333,Two-body + J2,-6478.92,-914.304,-1726.85,2.17674,-4.67167,-5.69411,6767.16,389.022,6776.75,0.00141611,51.6358
19.5,Two-body + J2,-3828.15,-3302.36,-4499.35,6.31359,-2.97999,-3.18857,6767.9,389.762,6769.38,0.000411775,51.6111
19.6667,Two-body + J2,525.446,-4222.64,-5266.37,7.63546,0.0300757,0.729626,6770.63,392.492,6766.21,0.00104792,51.6005
19.8333,Two-body + J2,4646.25,-3269.54,-3690.45,5.56859,3.02412,4.31972,6774.74,396.598,6772.22,0.000921854,51.6206
20,Two-body + J2,6705.09,-865.772,-472.609,1.02749,4.67824,5.98986,6777.25,399.117,6777.91,0.000186142,51.6397
20.1667,Two-body + J2,5810.96,1895.91,2924.51,-3.92421,4.27083,5.01711,6776.03,397.888,6774.37,0.000692873,51.6278
20.3333,Two-body + J2,2344.27,3845.49,5057.65,-7.18348,1.97657,1.81782,6772.24,394.101,6767.13,0.00115231,51.6036
20.5,Two-body + J2,-2162.02,4089.64,4941.56,-7.25583,-1.19512,-2.19086,6768.94,390.799,6767.61,0.000548494,51.6052
20.6667,Two-body + J2,-5707.13,2517.51,2624.84,-4.10054,-3.84334,-5.23255,6767.5,389.361,6775.08,0.00112998,51.6302
20.8333,Two-body + J2,-6709.5,-175.598,-863.751,0.890312,-4.78444,-5.94226,6767.15,389.013,6777.71,0.00155809,51.639
21,Two-body + J2,-4720.2,-2790.59,-3966.37,5.48081,-3.59368,-3.9972,6767.55,389.414,6771.31,0.000603633,51.6176
21.1667,Two-body + J2,-630.019,-4164.5,-5299.93,7.62334,-0.809784,-0.276952,6769.73,391.596,6766.05,0.000901435,51.5999
21.3333,Two-body + J2,3740.32,-3690.3,-4274.92,6.38046,2.32915,3.56086,6773.72,395.582,6770.24,0.00104478,51.614
21.5,Two-body + J2,6451.05,-1578.99,-1348.22,2.30444,4.43631,5.81621,6776.94,398.806,6777.23,0.00037925,51.6374
21.6667,Two-body + J2,6297.26,1233.32,2178.63,-2.7969,4.5747,5.483,6776.65,398.518,6775.99,0.000496679,51.6333
21.8333,Two-body + J2,3347.93,3498.37,4735.96,-6.65267,2.68348,2.71094,6773.22,395.078,6768.47,0.0011286,51.6081
22,Two-body + J2,-1086.32,4211.96,5187.14,-7.55608,-0.397373,-1.26598,6769.57,391.436,6766.55,0.000763659,51.6016
22.1667,Two-body + J2,-5037.58,3055.95,3329.54,-5.10239,-3.30812,-4.68699,6767.71,389.574,6773.29,0.000851811,51.6242
22.3333,Two-body + J2,-6745.59,539.985,-13.7308,-0.367837,-4.75258,-6.02278,6767.18,389.046,6778.03,0.00160083,51.64
22.5,Two-body + J2,-5445.61,-2216.75,-3350.84,4.53097,-4.07917,-4.6672,6767.33,389.192,6773.23,0.000883701,51.624
22.6667,Two-body + J2,-1720.5,-3987.07,-5192.54,7.40262,-1.59422,-1.23472,6768.99,390.854,6766.53,0.000705666,51.6016
22.8333,Two-body + J2,2652.08,-4013.21,-4767.43,7.04171,1.50739,2.63825,6772.58,394.442,6768.34,0.00111683,51.6076
23,Two-body + J2,5971.48,-2286.5,-2243.26,3.59373,4.02589,5.44935,6776.35,398.211,6775.87,0.000588232,51.6329
23.1667,Two-body + J2,6639.7,455.144,1279.33,-1.45285,4.7587,5.83619,6777.12,398.987,6777.31,0.000273164,51.6377
23.3333,Two-body + J2,4359.79,2994.85,4232.51,-5.85147,3.37936,3.62581,6774.29,396.156,6770.4,0.0010276,51.6145
23.5,Two-body + J2,145.797,4206.29,5303.25,-7.65148,0.502421,-0.195294,6770.42,392.279,6766.04,0.000975551,51.5999
23.6667,Two-body + J2,-4132.34,3551.51,4014.6,-6.05531,-2.60194,-3.93505,6768.04,389.905,6771.14,0.000550742,51.617
23.8333,Two-body + J2,-6571.5,1317.37,935.842,-1.75704,-4.55648,-5.92814,6767.26,389.123,6777.65,0.00153552,51.6388
24,Two-body + J2,-6080.65,-1503.9,-2561.03,3.32876,-4.48167,-5.27312,6767.19,389.052,6775.23,0.00118808,51.6307
0,Two-body + J2 + Drag,6777.32,0,0,-0,4.75964,6.01378,6777.32,399.185,6778,0.0001,51.64
0.166667,Two-body + J2 + Drag,5272.53,2641.14,3336.31,-4.82085,3.70316,4.67524,6775.41,397.272,6773.28,0.000821347,51.6242
0.333333,Two-body + J2 + Drag,1427.74,4110.44,5188.24,-7.49857,1.00521,1.25858,6771.41,393.272,6766.56,0.00111504,51.6016
0.5,Two-body + J2 + Drag,-3050.13,3756.5,4732.47,-6.84923,-2.14039,-2.72016,6768.37,390.234,6768.47,0.00043166,51.6081
0.666667,Two-body + J2 + Drag,-6171.69,1733.55,2168.23,-3.14965,-4.342,-5.49579,6767.28,389.148,6776.02,0.00129142,51.6333
0.833333,Two-body + J2 + Drag,-6542.69,-1061.48,-1364.36,1.96152,-4.61208,-5.81979,6767.21,389.068,6777.23,0.0014796,51.6374
1,Two-body + J2 + Drag,-3996.81,-3383.59,-4287.4,6.19272,-2.82824,-3.54488,6767.94,389.801,6770.17,0.000461964,51.6138
1.16667,Two-body + J2 + Drag,327.304,-4201.45,-5299.08,7.66165,0.20636,0.301987,6770.49,392.353,6766.05,0.00101783,51.6
1.33333,Two-body + J2 + Drag,4506.63,-3155.31,-3953.25,5.73007,3.1459,4.01005,6774.51,396.368,6771.36,0.000971051,51.6178
1.5,Two-body + J2 + Drag,6686.29,-709.418,-848.847,1.25307,4.69148,5.93625,6777.19,399.056,6777.69,0.000227546,51.639
1.66667,Two-body + J2 + Drag,5896.89,2051.4,2633.42,-3.78199,4.1546,5.22016,6776.17,398.029,6775.05,0.000643706,51.6301
1.83333,Two-body + J2 + Drag,2489.84,3901.86,4943.81,-7.13443,1.77521,2.18262,6772.38,394.238,6767.61,0.00114046,51.6052
2,Two-body + J2 + Drag,-2021.54,4021.75,5055.41,-7.32121,-1.39177,-1.82597,6768.91,390.776,6767.11,0.000606566,51.6036
2.16667,Two-body + J2 + Drag,-5634.32,2355.78,2915.93,-4.25214,-3.94732,-5.02977,6767.41,389.275,6774.38,0.00103908,51.6279
2.33333,Two-body + J2 + Drag,-6737.2,-358.903,-525.21,0.720144,-4.74961,-5.99316,6767.16,389.027,6777.9,0.00158373,51.6396
2.5,Two-body + J2 + Drag,-4835.9,-2913.67,-3731.65,5.36911,-3.4355,-4.27865,6767.61,389.478,6772.06,0.000695531,51.6202
2.66667,Two-body + J2 + Drag,-781.803,-4172.28,-5273.44,7.61921,-0.59865,-0.662619,6769.67,391.528,6766.15,0.000855146,51.6003
2.83333,Two-body + J2 + Drag,3619.92,-3579.21,-4468.33,6.48525,2.49879,3.24183,6773.52,395.384,6769.51,0.00107933,51.6116
3,Two-body + J2 + Drag,6415.72,-1398.54,-1675.75,2.47222,4.48898,5.70569,6776.83,398.695,6776.79,0.000418504,51.636
3.16667,Two-body + J2 + Drag,6386.98,1361.34,1810.54,-2.56581,4.50363,5.6525,6776.78,398.645,6776.59,0.000438921,51.6353
3.33333,Two-body + J2 + Drag,3545.71,3558.43,4543.66,-6.53739,2.53677,3.10456,6773.43,395.292,6769.21,0.0010935,51.6106
3.5,Two-body + J2 + Drag,-818.177,4180.76,5261.19,-7.61415,-0.518915,-0.77834,6769.66,391.523,6766.21,0.000841446,51.6005
3.66667,Two-body + J2 + Drag,-4861.36,2964.46,3657.88,-5.33915,-3.37968,-4.36002,6767.64,389.503,6772.29,0.000723512,51.6209
3.83333,Two-body + J2 + Drag,-6740.28,429.323,422.749,-0.678462,-4.74257,-6.00362,6767.16,389.025,6777.93,0.00158901,51.6398
4,Two-body + J2 + Drag,-5613.61,-2297.16,-3001.28,4.28661,-3.99217,-4.96456,6767.37,389.234,6774.16,0.00101141,51.6272
4.16667,Two-body + J2 + Drag,-1986.38,-4001.1,-5085.6,7.33309,-1.46855,-1.7145,6768.89,390.752,6766.97,0.000622847,51.6031
4.33333,Two-body + J2 + Drag,2523.79,-3928.41,-4905.45,7.11867,1.7008,2.29085,6772.4,394.26,6767.75,0.00113489,51.6057
4.5,Two-body + J2 + Drag,5914.5,-2113.3,-2543.48,3.74538,4.11571,5.27716,6776.19,398.05,6775.23,0.00063045,51.6308
4.66667,Two-body + J2 + Drag,6679.63,639.693,950.4,-1.2942,4.7053,5.91644,6777.16,399.023,6777.59,0.000236969,51.6387
4.83333,Two-body + J2 + Drag,4478.67,3108.74,4021.23,-5.75716,3.20631,3.92233,6774.44,396.301,6771.11,0.000984201,51.617
5,Two-body + J2 + Drag,290.541,4198.77,5303.3,-7.66279,0.286532,0.185436,6770.45,392.318,6766.01,0.00100992,51.5999
5.16667,Two-body + J2 + Drag,-4026.04,3425.96,4225.98,-6.16736,-2.7641,-3.63866,6767.94,389.806,6770.37,0.000480196,51.6145
5.33333,Two-body + J2 + Drag,-6551.26,1129.95,1264.58,-1.92069,-4.59259,-5.84884,6767.2,389.059,6777.31,0.00149388,51.6378
5.5,Two-body + J2 + Drag,-6218.54,-1580.56,-2151,3.02635,-4.4181,-5.50452,6767.22,389.084,6776.02,0.00130056,51.6334
5.66667,Two-body + J2 + Drag,-3154.9,-3679.76,-4723.89,6.78694,-2.30852,-2.73911,6768.25,390.116,6768.47,0.00042361,51.6082
5.83333,Two-body + J2 + Drag,1311.69,-4143.98,-5192.01,7.52463,0.82,1.23796,6771.27,393.133,6766.51,0.00110707,51.6016
6,Two-body + J2 + Drag,5196.64,-2769.99,-3350.64,4.9235,3.58298,4.66204,6775.3,397.163,6773.2,0.000830453,51.624
6.16667,Two-body + J2 + Drag,6775.2,-166.93,-18.4484,0.133732,4.75782,6.01377,6777.28,399.147,6777.96,0.000101866,51.64
6.33333,Two-body + J2 + Drag,5345.07,2510.27,3321.96,-4.71534,3.82048,4.68838,6775.44,397.305,6773.28,0.000811462,51.6243
6.5,Two-body + J2 + Drag,1542.76,4073.7,5184.37,-7.46797,1.18955,1.27906,6771.48,393.339,6766.54,0.00112188,51.6017
6.66667,Two-body + J2 + Drag,-2943.65,3830.23,4740.86,-6.90722,-1.97076,-2.70137,6768.42,390.286,6768.4,0.000439169,51.608
6.83333,Two-body + J2 + Drag,-6121.09,1885.02,2185.21,-3.27074,-4.26265,-5.48711,6767.29,389.152,6775.95,0.00128186,51.6332
7,Two-body + J2 + Drag,-6570.54,-899.766,-1346.37,1.83135,-4.65863,-5.82521,6767.15,389.013,6777.21,0.00148532,51.6375
7.16667,Two-body + J2 + Drag,-4090.61,-3283.71,-4276.41,6.11158,-2.97971,-3.56184,6767.83,389.691,6770.18,0.000467474,51.6139
7.33333,Two-body + J2 + Drag,209.354,-4207.75,-5299.87,7.66533,0.0176263,0.281188,6770.35,392.214,6766.01,0.00100713,51.6
7.5,Two-body + J2 + Drag,4416.86,-3264.9,-3965.35,5.81667,3.00363,3.99462,6774.38,396.247,6771.28,0.00097635,51.6176
7.66667,Two-body + J2 + Drag,6664.46,-873.621,-866.796,1.38417,4.65878,5.93293,6777.14,398.999,6777.64,0.000243902,51.6389
7.83333,Two-body + J2 + Drag,5952.62,1905.51,2617.63,-3.66452,4.24597,5.23038,6776.18,398.047,6775.05,0.000630514,51.6303
8,Two-body + J2 + Drag,2598.4,3839.05,4937.2,-7.08262,1.95002,2.20184,6772.44,394.302,6767.6,0.00114348,51.6053
8.16667,Two-body + J2 + Drag,-1908.29,4069.9,5060.96,-7.35804,-1.21101,-1.80621,6768.97,390.835,6767.05,0.00061959,51.6035
8.33333,Two-body + J2 + Drag,-5566.7,2493.55,2931.24,-4.36155,-3.84101,-5.01829,6767.43,389.292,6774.31,0.00102747,51.6278
8.5,Two-body + J2 + Drag,-6745.35,-192.864,-506.949,0.586842,-4.7654,-5.99521,6767.12,388.986,6777.87,0.00158569,51.6397
8.66667,Two-body + J2 + Drag,-4916.13,-2793.39,-3718.59,5.2715,-3.56624,-4.29323,6767.52,389.379,6772.07,0.000706591,51.6203
8.83333,Two-body + J2 + Drag,-898.311,-4151.24,-5271.32,7.60052,-0.785812,-0.68306,6769.53,391.393,6766.13,0.000842158,51.6004
9,Two-body + J2 + Drag,3518.87,-3666.65,-4477.95,6.55344,2.33833,3.22462,6773.39,395.255,6769.43,0.00108048,51.6115
9.16667,Two-body + J2 + Drag,6374.89,-1555.59,-1692.75,2.597,4.42637,5.69925,6776.76,398.62,6776.73,0.000434235,51.6359
9.33333,Two-body + J2 + Drag,6400.34,1246,1845.93,-2.51536,4.55028,5.63778,6776.75,398.615,6776.5,0.000435841,51.6352
9.5,Two-body + J2 + Drag,3584.13,3494.58,4563.02,-6.50756,2.65511,3.06794,6773.42,395.285,6769.1,0.00109736,51.6104
9.66667,Two-body + J2 + Drag,-822.005,4193.21,5250.65,-7.61107,-0.416792,-0.865214,6769.64,391.506,6766.22,0.000832319,51.6007
9.83333,Two-body + J2 + Drag,-4862.61,3030.78,3601.45,-5.33391,-3.30925,-4.42017,6767.64,389.505,6772.43,0.000743173,51.6215
10,Two-body + J2 + Drag,-6738.28,519.903,345.531,-0.673302,-4.73524,-6.01002,6767.13,388.996,6777.92,0.0015919,51.6399
10.1667,Two-body + J2 + Drag,-5609.19,-2222.72,-3064.78,4.28915,-4.05119,-4.91425,6767.3,389.167,6773.96,0.000991452,51.6266
10.3333,Two-body + J2 + Drag,-1981.56,-3975.98,-5107.05,7.33184,-1.56754,-1.63012,6768.83,390.69,6766.84,0.000633275,51.6028
10.5,Two-body + J2 + Drag,2526.84,-3963.79,-4875.3,7.11425,1.60599,2.37185,6772.37,394.234,6767.84,0.0011298,51.6061
10.6667,Two-body + J2 + Drag,5914.36,-2193.4,-2475.03,3.73955,4.06724,5.31883,6776.17,398.031,6775.34,0.000623073,51.6313
10.8333,Two-body + J2 + Drag,6676.23,550.499,1026.75,-1.29877,4.72459,5.90003,6777.11,398.977,6777.49,0.00024117,51.6385
11,Two-body + J2 + Drag,4473.52,3050.06,4071.49,-5.75819,3.2848,3.85519,6774.38,396.244,6770.9,0.000993283,51.6164
11.1667,Two-body + J2 + Drag,285.982,4196.68,5305.17,-7.65988,0.389358,0.0974886,6770.43,392.291,6765.97,0.00100488,51.5999
11.3333,Two-body + J2 + Drag,-4027.96,3481.37,4178.6,-6.16179,-2.68275,-3.70849,6767.95,389.809,6770.51,0.000493963,51.6151
11.5,Two-body + J2 + Drag,-6549.59,1218.12,1189,-1.91477,-4.56899,-5.86928,6767.18,389.041,6777.36,0.00150332,51.638
11.6667,Two-body + J2 + Drag,-6151.07,-1587.95,-2331.83,3.19092,-4.42044,-5.40864,6767.17,389.035,6775.64,0.00125159,51.6323
11.8333,Two-body + J2 + Drag,-3011.3,-3686.87,-4811.26,6.86633,-2.30535,-2.53573,6768.25,390.116,6768.08,0.000443761,51.607
12,Two-body + J2 + Drag,1467.43,-4147.83,-5147.2,7.48424,0.827368,1.45819,6771.37,393.234,6766.67,0.00111417,51.6022
12.1667,Two-body + J2 + Drag,5295.38,-2768.84,-3193.53,4.78114,3.59167,4.80162,6775.4,397.266,6773.6,0.000798523,51.6255
12.3333,Two-body + J2 + Drag,6772.91,-161.164,181.177,-0.047576,4.76385,6.01031,6777.25,399.108,6777.92,0.000100898,51.6399
12.5,Two-body + J2 + Drag,5242.72,2518.11,3475.24,-4.85455,3.82113,4.54341,6775.27,397.129,6772.8,0.0008445,51.6228
12.6667,Two-body + J2 + Drag,1385.92,4080.21,5223.19,-7.50344,1.18461,1.05728,6771.31,393.172,6766.33,0.00111277,51.6011
12.8333,Two-body + J2 + Drag,-3085.37,3832.49,4647.91,-6.8232,-1.97952,-2.90182,6768.36,390.218,6768.73,0.000423132,51.6092
13,Two-body + J2 + Drag,-6184.51,1881.78,2001.65,-3.1038,-4.27144,-5.57679,6767.26,389.128,6776.24,0.00132849,51.6343
13.1667,Two-body + J2 + Drag,-6527.12,-907.176,-1538.64,2.00651,-4.66318,-5.76341,6767.1,388.965,6776.94,0.00145205,51.6367
13.3333,Two-body + J2 + Drag,-3959.84,-3292.04,-4391.51,6.21629,-2.97818,-3.37659,6767.81,389.67,6769.72,0.000433954,51.6125
13.5,Two-body + J2 + Drag,369.105,-4213.48,-5286.69,7.65362,0.0245004,0.506995,6770.43,392.294,6766.04,0.00102871,51.6001
13.6667,Two-body + J2 + Drag,4534.66,-3265.51,-3829.77,5.69388,3.01323,4.16102,6774.5,396.365,6771.7,0.000948769,51.6191
13.8333,Two-body + J2 + Drag,6687.85,-868.708,-668.996,1.20448,4.66683,5.96578,6777.14,399.002,6777.73,0.000214396,51.6394
14,Two-body + J2 + Drag,5871.12,1913.81,2789.61,-3.82085,4.24877,5.11487,6776.03,397.893,6774.62,0.000665534,51.6289
14.1667,Two-body + J2 + Drag,2448.31,3847.1,5006.9,-7.14612,1.94645,1.98965,6772.26,394.118,6767.27,0.00114872,51.6043
14.3333,Two-body + J2 + Drag,-2060.34,4074.16,4997.4,-7.30075,-1.2197,-2.02109,6768.88,390.744,6767.29,0.000578376,51.6044
14.5,Two-body + J2 + Drag,-5653.04,2491.91,2762.48,-4.20817,-3.85121,-5.14032,6767.4,389.266,6774.68,0.00108536,51.6291
14.6667,Two-body + J2 + Drag,-6727.21,-199.845,-705.71,0.768024,-4.77224,-5.96919,6767.08,388.944,6777.73,0.00157152,51.6393
14.8333,Two-body + J2 + Drag,-4801.64,-2802.63,-3858.53,5.39895,-3.56672,-4.13097,6767.48,389.343,6771.58,0.000647445,51.6188
15,Two-body + J2 + Drag,-738.664,-4158.8,-5290.19,7.6179,-0.7799,-0.457438,6769.59,391.449,6766.01,0.000876602,51.6001
15.1667,Two-body + J2 + Drag,3652.75,-3669.25,-4367.44,6.45345,2.34839,3.41362,6773.51,395.377,6769.81,0.00106056,51.6128
15.3333,Two-body + J2 + Drag,6423.46,-1551.96,-1501.88,2.42362,4.43625,5.76763,6776.8,398.661,6776.96,0.000401894,51.6368
15.5,Two-body + J2 + Drag,6341.87,1254.32,2032.24,-2.68482,4.5554,5.55481,6776.63,398.492,6776.16,0.000470337,51.6341
15.6667,Two-body + J2 + Drag,3444.69,3503.93,4661.89,-6.59759,2.65332,2.8708,6773.23,395.094,6768.68,0.00111502,51.609
15.8333,Two-body + J2 + Drag,-980.479,4199.5,5218.17,-7.58203,-0.424899,-1.08903,6769.53,391.39,6766.33,0.000793654,51.6012
16,Two-body + J2 + Drag,-4969.69,3031.04,3451.89,-5.19812,-3.32046,-4.57142,6767.61,389.472,6772.84,0.000803758,51.623
16.1667,Two-body + J2 + Drag,-6746,513.813,145.409,-0.490837,-4.74432,-6.02058,6767.1,388.96,6777.93,0.00159825,51.64
16.3333,Two-body + J2 + Drag,-5514.02,-2232.5,-3226.03,4.43616,-4.05396,-4.77927,6767.26,389.121,6773.49,0.000930699,51.6252
16.5,Two-body + J2 + Drag,-1826.15,-3985.22,-5157.58,7.37801,-1.56305,-1.41047,6768.86,390.72,6766.58,0.000674407,51.6021
16.6667,Two-body + J2 + Drag,2673.39,-3968.52,-4792.76,7.03968,1.61603,2.57864,6772.49,394.353,6768.15,0.00112074,51.6073
16.8333,Two-body + J2 + Drag,5986.93,-2191.43,-2296.03,3.57701,4.07865,5.42106,6776.24,398.106,6775.67,0.000590017,51.6325
17,Two-body + J2 + Drag,6642.4,558.386,1222.62,-1.47703,4.73212,5.85184,6777.03,398.89,6777.27,0.000272609,51.6379
17.1667,Two-body + J2 + Drag,4348.37,3060.4,4197.06,-5.87255,3.28515,3.67822,6774.19,396.054,6770.42,0.00102037,51.6149
17.3333,Two-body + J2 + Drag,125.154,4204.95,5304.67,-7.6599,0.382322,-0.12955,6770.29,392.15,6765.93,0.000977908,51.5999
17.5,Two-body + J2 + Drag,-4153.06,3483.79,4052.13,-6.04714,-2.6945,-3.88507,6767.9,389.763,6770.91,0.000538883,51.6166
17.6667,Two-body + J2 + Drag,-6583.05,1213.37,992.703,-1.73582,-4.58012,-5.91623,6767.15,389.012,6777.51,0.00152963,51.6386
17.8333,Two-body + J2 + Drag,-6077.78,-1597.82,-2510.27,3.35376,-4.42573,-5.30454,6767.12,388.984,6775.23,0.00119954,51.631
18,Two-body + J2 + Drag,-2864.15,-3697.56,-4892.24,6.94026,-2.30272,-2.3277,6768.26,390.121,6767.71,0.000471789,51.6059
18.1667,Two-body + J2 + Drag,1622.91,-4154.75,-5094.82,7.43707,0.836883,1.67751,6771.48,393.339,6766.86,0.00111842,51.603
18.3333,Two-body + J2 + Drag,5390.14,-2768.87,-3031.03,4.63368,3.60422,4.9351,6775.5,397.366,6774,0.000766529,51.6269
18.5,Two-body + J2 + Drag,6764.69,-154.185,381.593,-0.23,4.77373,5.99825,6777.2,399.062,6777.83,0.000110031,51.6398
18.6667,Two-body + J2 + Drag,5135.15,2529.03,3624.36,-4.9904,3.82393,4.3912,6775.09,396.95,6772.32,0.000877577,51.6213
